,温度1,温度2,降水量1,風速1,気温,降水量,風速平均,風速最大
2020-08-24 05:50:00,25.4,30.2,0.0,0.0,24.2,0.0,3.0,4.2
2020-08-24 06:00:00,25.8,30.2,0.0,0.0,24.6,0.0,2.8,4.1
2020-08-24 06:10:00,26.3,30.2,0.0,0.0,24.7,0.0,2.4,3.3
2020-08-24 06:20:00,26.4,30.2,0.0,0.0,24.9,0.0,2.5,3.4
2020-08-24 06:30:00,26.9,30.2,0.0,0.0,25.1,0.0,2.3,3.2
2020-08-24 06:40:00,27.5,30.2,0.0,0.4,25.3,0.0,1.8,2.6
2020-08-24 06:50:00,27.7,30.2,0.0,1.0,25.8,0.0,1.7,2.3
2020-08-24 07:00:00,28.2,30.3,0.0,1.6,25.9,0.0,1.5,2.0
2020-08-24 07:10:00,28.4,30.3,0.0,1.9,26.1,0.0,1.4,1.9
2020-08-24 07:20:00,29.8,30.3,0.0,0.2,26.7,0.0,1.2,2.3
2020-08-24 07:30:00,31.0,30.4,0.0,0.3,26.7,0.0,1.6,2.2
2020-08-24 07:40:00,30.9,30.5,0.0,0.0,27.1,0.0,1.5,2.2
2020-08-24 07:50:00,33.8,30.6,0.0,0.1,27.8,0.0,1.7,2.6
2020-08-24 08:00:00,32.6,30.7,0.0,0.1,28.7,0.0,1.9,3.2
2020-08-24 08:10:00,31.4,30.8,0.0,1.0,28.7,0.0,1.9,3.3
2020-08-24 08:20:00,32.6,30.9,0.0,0.7,29.0,0.0,1.8,3.0
2020-08-24 08:30:00,32.6,31.1,0.0,0.7,29.7,0.0,1.4,2.3
2020-08-24 08:40:00,32.9,31.3,0.0,0.9,29.9,0.0,1.5,2.8
2020-08-24 08:50:00,32.6,31.5,0.0,2.1,30.2,0.0,1.7,2.9
2020-08-24 09:00:00,33.1,31.7,0.0,1.7,29.9,0.0,2.0,3.1
2020-08-24 09:10:00,33.1,32.0,0.0,1.0,30.2,0.0,1.8,3.8
2020-08-24 09:20:00,33.7,32.2,0.0,1.3,30.6,0.0,2.2,3.4
2020-08-24 09:30:00,33.8,32.4,0.0,1.9,30.7,0.0,1.9,3.6
2020-08-24 09:40:00,34.3,32.7,0.0,1.7,30.4,0.0,1.5,2.9
2020-08-24 09:50:00,33.9,33.0,0.0,1.8,31.0,0.0,3.3,4.7
2020-08-24 10:00:00,33.9,33.3,0.0,2.1,30.7,0.0,2.9,4.1
2020-08-24 10:10:00,34.4,33.5,0.0,1.8,30.8,0.0,2.7,4.3
2020-08-24 10:20:00,35.7,33.8,0.0,1.4,30.6,0.0,4.1,5.7
2020-08-24 10:30:00,35.2,34.1,0.0,1.7,30.8,0.0,3.8,5.6
2020-08-24 10:40:00,34.5,34.5,0.0,2.2,31.3,0.0,3.2,4.3
2020-08-24 10:50:00,34.1,34.8,0.0,1.9,31.2,0.0,3.5,5.2
2020-08-24 11:00:00,34.1,35.1,0.0,2.8,31.2,0.0,3.9,5.4
2020-08-24 11:10:00,34.0,35.3,0.0,2.9,31.2,0.0,3.8,5.4
2020-08-24 11:20:00,34.1,35.6,0.0,2.7,30.3,0.0,3.3,4.9
2020-08-24 11:30:00,33.8,35.9,0.0,2.6,29.8,0.0,2.5,3.8
2020-08-24 11:40:00,33.5,36.1,0.0,2.2,29.9,0.0,2.1,5.2
2020-08-24 11:50:00,34.1,36.3,0.0,2.5,30.0,0.0,2.0,4.5
2020-08-24 12:00:00,34.5,36.6,0.0,2.3,31.0,0.0,2.3,4.1
2020-08-24 12:10:00,34.8,36.8,0.0,2.1,32.0,0.0,2.7,4.8
2020-08-24 12:20:00,35.2,37.0,0.0,1.9,31.8,0.0,2.8,4.4
2020-08-24 12:30:00,34.9,37.3,0.0,2.1,32.2,0.0,1.9,3.8
2020-08-24 12:40:00,35.3,37.5,0.0,2.0,31.7,0.0,3.2,5.7
2020-08-24 12:50:00,34.9,37.7,0.0,2.0,32.7,0.0,2.8,4.3
2020-08-24 13:00:00,35.0,37.9,0.0,2.0,31.9,0.0,2.9,4.4
2020-08-24 13:10:00,36.4,38.1,0.0,1.7,32.2,0.0,3.4,4.8
2020-08-24 13:20:00,35.2,38.3,0.0,2.3,32.0,0.0,3.2,5.5
2020-08-24 13:30:00,34.8,38.4,0.0,2.1,32.1,0.0,3.3,5.3
2020-08-24 13:40:00,34.0,38.6,0.0,3.2,32.2,0.0,3.1,5.2
2020-08-24 13:50:00,34.2,38.7,0.0,2.9,32.2,0.0,3.3,5.2
2020-08-24 14:00:00,33.7,38.8,0.0,3.0,32.3,0.0,2.9,5.2
2020-08-24 14:10:00,34.3,38.9,0.0,2.7,32.6,0.0,2.6,5.2
2020-08-24 14:20:00,33.9,39.0,0.0,3.1,32.1,0.0,4.2,6.5
2020-08-24 14:30:00,33.9,39.1,0.0,3.1,32.1,0.0,4.6,6.7
2020-08-24 14:40:00,33.6,39.1,0.0,2.7,31.8,0.0,5.1,7.2
2020-08-24 14:50:00,33.8,39.2,0.0,3.0,31.7,0.0,5.3,7.7
2020-08-24 15:00:00,33.7,39.2,0.0,2.8,32.0,0.0,4.7,7.3
2020-08-24 15:10:00,33.0,39.2,0.0,2.9,31.5,0.0,5.2,8.3
2020-08-24 15:20:00,33.1,39.2,0.0,2.9,31.6,0.0,4.9,7.2
2020-08-24 15:30:00,32.8,39.1,0.0,3.0,31.4,0.0,4.8,7.0
2020-08-24 15:40:00,32.6,39.1,0.0,2.8,31.0,0.0,5.3,7.5
2020-08-24 15:50:00,32.9,39.0,0.0,2.6,31.1,0.0,5.5,7.5
2020-08-24 16:00:00,32.2,38.9,0.0,2.8,30.8,0.0,5.1,7.0
2020-08-24 16:10:00,32.2,38.8,0.0,2.7,30.5,0.0,5.6,7.4
2020-08-24 16:20:00,32.1,38.7,0.0,2.7,30.5,0.0,4.9,7.1
2020-08-24 16:30:00,31.8,38.6,0.0,2.6,30.3,0.0,5.2,7.1
2020-08-24 16:40:00,31.6,38.5,0.0,2.6,30.0,0.0,4.7,6.7
2020-08-24 16:50:00,31.3,38.3,0.0,2.3,29.9,0.0,4.8,6.8
2020-08-24 17:00:00,31.2,38.1,0.0,2.0,29.7,0.0,4.7,6.8
2020-08-24 17:10:00,30.7,37.9,0.0,2.1,29.4,0.0,5.1,6.8
2020-08-24 17:20:00,30.2,37.7,0.0,2.3,29.2,0.0,4.4,6.8
2020-08-24 17:30:00,30.0,37.5,0.0,2.0,29.0,0.0,4.6,6.8
2020-08-24 17:40:00,29.7,37.3,0.0,1.8,28.7,0.0,4.2,7.0
2020-08-24 17:50:00,29.3,37.1,0.0,1.7,28.5,0.0,3.5,5.2
2020-08-24 18:00:00,28.7,36.8,0.0,1.8,28.3,0.0,4.1,6.1
2020-08-24 18:10:00,28.4,36.6,0.0,1.1,28.3,0.0,3.9,6.2
2020-08-24 18:20:00,28.0,36.4,0.0,1.2,28.0,0.0,3.7,5.0
2020-08-24 18:30:00,27.8,36.1,0.0,1.0,27.9,0.0,2.9,4.5
2020-08-24 18:40:00,27.7,35.9,0.0,1.0,27.8,0.0,2.2,3.5
2020-08-24 18:50:00,27.6,35.7,0.0,1.0,27.5,0.0,2.4,3.6
2020-08-24 19:00:00,27.5,35.5,0.0,0.9,27.8,0.0,2.6,4.2
2020-08-24 19:10:00,27.6,35.4,0.0,1.0,27.3,0.0,2.1,3.4
2020-08-24 19:20:00,27.6,35.2,0.0,1.0,27.3,0.0,2.0,3.1
2020-08-24 19:30:00,27.5,35.0,0.0,1.0,27.5,0.0,2.1,3.3
2020-08-24 19:40:00,27.5,34.9,0.0,0.7,27.1,0.0,2.3,3.4
2020-08-24 19:50:00,27.5,34.7,0.0,0.7,27.4,0.0,2.5,4.1
2020-08-24 20:00:00,27.3,34.6,0.0,0.5,27.6,0.0,2.3,4.0
2020-08-24 20:10:00,27.3,34.5,0.0,0.8,27.4,0.0,2.2,3.4
2020-08-24 20:20:00,27.3,34.3,0.0,0.5,27.4,0.0,2.3,3.4
2020-08-24 20:30:00,27.3,34.2,0.0,0.8,27.3,0.0,2.4,3.3
2020-08-24 20:40:00,27.1,34.1,0.0,0.1,27.5,0.0,2.1,2.9
2020-08-24 20:50:00,27.1,34.0,0.0,0.0,27.5,0.0,2.1,3.0
2020-08-24 21:00:00,26.9,33.9,0.0,0.0,27.4,0.0,2.2,3.5
2020-08-24 21:10:00,26.8,33.7,0.0,0.0,27.2,0.0,1.9,2.4
2020-08-24 21:20:00,26.8,33.6,0.0,0.0,27.0,0.0,1.8,2.5
2020-08-24 21:30:00,26.6,33.5,0.0,0.0,27.2,0.0,1.5,2.1
2020-08-24 21:40:00,26.3,33.4,0.0,0.0,27.1,0.0,1.4,2.0
2020-08-24 21:50:00,26.4,33.3,0.0,0.0,26.9,0.0,2.0,2.7
2020-08-24 22:00:00,26.1,33.2,0.0,0.0,26.8,0.0,2.2,2.8
2020-08-24 22:10:00,26.0,33.1,0.0,0.0,26.8,0.0,2.5,3.4
2020-08-24 22:20:00,25.8,33.0,0.0,0.0,26.7,0.0,1.8,3.2
2020-08-24 22:30:00,25.7,32.9,0.0,0.0,26.8,0.0,1.2,1.9
2020-08-24 22:40:00,25.7,32.8,0.0,0.0,26.6,0.0,1.3,1.7
2020-08-24 22:50:00,25.6,32.7,0.0,0.0,26.3,0.0,1.5,1.9
2020-08-24 23:00:00,25.6,32.6,0.0,0.0,26.2,0.0,1.5,1.7
2020-08-24 23:10:00,25.6,32.6,0.0,0.0,26.0,0.0,0.8,1.4
2020-08-24 23:20:00,25.6,32.5,0.0,0.0,25.6,0.0,1.2,1.6
2020-08-24 23:30:00,25.3,32.4,0.0,0.0,26.0,0.0,1.1,1.7
2020-08-24 23:40:00,25.2,32.3,0.0,0.0,25.9,0.0,0.8,1.3
2020-08-24 23:50:00,25.3,32.3,0.0,0.0,25.7,0.0,1.5,1.9
2020-08-25 00:00:00,25.4,32.2,0.0,0.0,25.6,0.0,1.6,1.9
2020-08-25 00:10:00,25.4,32.1,0.0,0.0,25.2,0.0,1.8,2.2
2020-08-25 00:20:00,25.6,32.1,0.0,0.0,25.2,0.0,1.8,2.0
2020-08-25 00:30:00,25.9,32.0,0.0,0.0,25.3,0.0,2.1,3.0
2020-08-25 00:40:00,25.9,32.0,0.0,0.0,25.3,0.0,2.4,2.9
2020-08-25 00:50:00,25.6,31.9,0.0,0.0,25.4,0.0,2.3,2.8
2020-08-25 01:00:00,25.6,31.9,0.0,0.0,25.5,0.0,1.5,2.4
2020-08-25 01:10:00,25.5,31.8,0.0,0.0,25.5,0.0,1.2,1.7
2020-08-25 01:20:00,25.5,31.7,0.0,0.0,25.1,0.0,1.5,2.0
2020-08-25 01:30:00,25.6,31.7,0.0,0.0,24.8,0.0,1.8,2.0
2020-08-25 01:40:00,25.6,31.6,0.0,0.0,24.7,0.0,1.7,2.2
2020-08-25 01:50:00,25.6,31.6,0.0,0.0,25.2,0.0,1.9,2.9
2020-08-25 02:00:00,25.5,31.5,0.0,0.0,25.2,0.0,2.1,2.8
2020-08-25 02:10:00,25.4,31.5,0.0,0.0,25.3,0.0,2.5,3.5
2020-08-25 02:20:00,25.6,31.4,0.0,0.0,25.2,0.0,2.4,3.6
2020-08-25 02:30:00,25.3,31.4,0.0,0.0,25.1,0.0,1.9,2.7
2020-08-25 02:40:00,25.3,31.3,0.0,0.0,25.2,0.0,2.3,3.1
2020-08-25 02:50:00,25.3,31.3,0.0,0.0,25.0,0.0,2.4,3.2
2020-08-25 03:00:00,25.3,31.2,0.0,0.0,24.6,0.0,2.0,2.5
2020-08-25 03:10:00,25.2,31.2,0.0,0.0,24.8,0.0,2.2,3.1
2020-08-25 03:20:00,25.2,31.1,0.0,0.4,25.0,0.0,2.0,2.6
2020-08-25 03:30:00,25.3,31.1,0.0,1.0,25.1,0.0,1.5,2.1
2020-08-25 03:40:00,25.3,31.0,0.0,0.1,24.7,0.0,0.9,2.1
2020-08-25 03:50:00,25.3,31.0,0.0,0.0,24.8,0.0,0.3,0.9
2020-08-25 04:00:00,25.2,30.9,0.0,0.0,24.6,0.0,1.1,1.8
2020-08-25 04:10:00,25.1,30.9,0.0,0.0,24.5,0.0,1.5,2.2
2020-08-25 04:20:00,25.4,30.8,0.0,0.0,24.5,0.0,1.8,2.4
2020-08-25 04:30:00,25.0,30.8,0.0,0.0,24.3,0.0,2.2,2.8
2020-08-25 04:40:00,25.3,30.8,0.0,0.0,24.1,0.0,2.0,2.6
2020-08-25 04:50:00,25.2,30.7,0.0,0.0,24.1,0.0,1.9,2.4
2020-08-25 05:00:00,24.5,30.7,0.0,0.0,24.1,0.0,1.8,2.2
2020-08-25 05:10:00,24.6,30.6,0.0,0.0,24.0,0.0,1.9,2.7
2020-08-25 05:20:00,24.7,30.6,0.0,0.0,24.3,0.0,1.9,2.7
2020-08-25 05:30:00,24.7,30.5,0.0,0.0,24.4,0.0,1.6,2.5
2020-08-25 05:40:00,25.0,30.5,0.0,0.0,24.3,0.0,2.1,2.6
2020-08-25 05:50:00,25.2,30.5,0.0,0.0,24.5,0.0,2.3,2.9
2020-08-25 06:00:00,25.9,30.5,0.0,0.1,24.7,0.0,2.4,3.4
2020-08-25 06:10:00,26.7,30.5,0.0,0.0,25.1,0.0,2.2,3.2
2020-08-25 06:20:00,27.4,30.5,0.0,0.0,25.2,0.0,2.2,2.9
2020-08-25 06:30:00,27.6,30.5,0.0,0.1,25.5,0.0,2.2,3.5
2020-08-25 06:40:00,28.2,30.5,0.0,0.3,25.9,0.0,2.3,3.2
2020-08-25 06:50:00,28.7,30.5,0.0,0.8,26.5,0.0,2.3,3.5
2020-08-25 07:00:00,29.0,30.6,0.0,1.1,26.9,0.0,2.3,3.0
2020-08-25 07:10:00,29.6,30.6,0.0,0.5,27.3,0.0,2.3,3.4
2020-08-25 07:20:00,30.0,30.7,0.0,0.9,27.6,0.0,2.0,3.3
2020-08-25 07:30:00,30.2,30.7,0.0,0.5,27.9,0.0,1.7,2.6
2020-08-25 07:40:00,30.8,30.8,0.0,0.7,28.3,0.0,1.9,3.0
2020-08-25 07:50:00,31.3,30.9,0.0,0.6,28.4,0.0,1.6,2.8
2020-08-25 08:00:00,30.9,31.0,0.0,1.0,28.7,0.0,2.0,3.6
2020-08-25 08:10:00,32.0,31.2,0.0,0.6,28.8,0.0,1.2,2.1
2020-08-25 08:20:00,31.4,31.3,0.0,1.0,28.8,0.0,1.8,2.8
2020-08-25 08:30:00,32.4,31.4,0.0,1.4,29.3,0.0,2.1,3.3
2020-08-25 08:40:00,32.9,31.6,0.0,1.4,29.9,0.0,1.7,2.8
2020-08-25 08:50:00,33.2,31.8,0.0,1.2,30.0,0.0,1.7,3.0
2020-08-25 09:00:00,33.9,32.0,0.0,0.9,29.6,0.0,1.9,4.5
2020-08-25 09:10:00,34.0,32.3,0.0,1.4,30.7,0.0,1.0,2.5
2020-08-25 09:20:00,33.2,32.5,0.0,2.2,31.1,0.0,1.4,4.1
2020-08-25 09:30:00,34.5,32.7,0.0,2.0,30.8,0.0,2.0,5.4
2020-08-25 09:40:00,33.7,33.0,0.0,2.1,30.2,0.0,2.7,4.0
2020-08-25 09:50:00,34.6,33.2,0.0,2.0,29.8,0.0,3.3,5.0
2020-08-25 10:00:00,34.6,33.5,0.0,1.9,30.1,0.0,2.1,3.6
2020-08-25 10:10:00,34.5,33.8,0.0,2.2,29.9,0.0,2.1,4.1
2020-08-25 10:20:00,34.9,34.0,0.0,2.0,30.1,0.0,2.9,4.8
2020-08-25 10:30:00,34.7,34.3,0.0,2.4,30.3,0.0,3.2,5.4
2020-08-25 10:40:00,33.6,34.6,0.0,2.9,30.1,0.0,3.6,6.1
2020-08-25 10:50:00,34.3,34.9,0.0,2.1,31.1,0.0,3.7,5.6
2020-08-25 11:00:00,34.9,35.1,0.0,1.9,31.7,0.0,3.2,4.9
2020-08-25 11:10:00,34.2,35.4,0.0,2.3,31.1,0.0,3.2,4.9
2020-08-25 11:20:00,34.6,35.7,0.0,1.9,32.0,0.0,3.2,5.5
2020-08-25 11:30:00,35.1,35.9,0.0,2.0,32.1,0.0,3.2,5.2
2020-08-25 11:40:00,34.5,36.2,0.0,2.7,31.4,0.0,3.3,5.6
2020-08-25 11:50:00,34.5,36.4,0.0,2.4,30.8,0.0,3.8,5.5
2020-08-25 12:00:00,34.4,36.7,0.0,3.0,31.5,0.0,3.7,6.2
2020-08-25 12:10:00,34.0,36.9,0.0,3.0,31.6,0.0,3.3,5.0
2020-08-25 12:20:00,34.4,37.2,0.0,2.8,30.8,0.0,3.5,5.1
2020-08-25 12:30:00,34.2,37.4,0.0,2.8,30.9,0.0,3.7,7.5
2020-08-25 12:40:00,34.1,37.6,0.0,3.0,30.9,0.0,5.0,7.6
2020-08-25 12:50:00,34.5,37.8,0.0,2.9,30.9,0.0,4.3,7.0
2020-08-25 13:00:00,34.9,38.0,0.0,2.8,31.8,0.0,4.2,7.3
2020-08-25 13:10:00,34.4,38.1,0.0,2.7,32.4,0.0,4.7,6.9
2020-08-25 13:20:00,34.4,38.2,0.0,2.6,31.7,0.0,5.0,7.2
2020-08-25 13:30:00,34.4,38.3,0.0,2.7,32.3,0.0,4.7,8.3
2020-08-25 13:40:00,34.5,38.4,0.0,2.7,32.2,0.0,4.9,7.3
2020-08-25 13:50:00,34.4,38.5,0.0,2.6,32.3,0.0,4.5,7.5
2020-08-25 14:00:00,35.3,38.7,0.0,2.2,32.6,0.0,4.1,6.6
2020-08-25 14:10:00,35.5,38.8,0.0,2.3,32.7,0.0,4.4,6.8
2020-08-25 14:20:00,34.3,38.8,0.0,2.8,32.1,0.0,4.9,7.4
2020-08-25 14:30:00,34.5,38.9,0.0,2.7,32.0,0.0,4.8,7.1
2020-08-25 14:40:00,34.9,39.0,0.0,2.3,31.9,0.0,4.7,7.6
2020-08-25 14:50:00,34.0,39.0,0.0,2.5,31.7,0.0,4.8,7.9
2020-08-25 15:00:00,34.0,39.0,0.0,2.6,31.6,0.0,5.2,7.8
2020-08-25 15:10:00,33.9,39.1,0.0,2.8,31.7,0.0,4.7,7.1
2020-08-25 15:20:00,34.2,39.1,0.0,2.7,31.2,0.0,5.4,8.0
2020-08-25 15:30:00,33.4,39.0,0.0,2.5,31.5,0.0,4.9,6.9
2020-08-25 15:40:00,32.8,39.0,0.0,3.4,31.3,0.0,5.0,7.6
2020-08-25 15:50:00,32.7,39.0,0.0,3.0,30.9,0.0,5.4,7.4
2020-08-25 16:00:00,32.7,38.9,0.0,2.4,31.1,0.0,4.8,7.7
2020-08-25 16:10:00,32.2,38.8,0.0,2.6,30.9,0.0,4.9,7.3
2020-08-25 16:20:00,31.8,38.6,0.0,2.8,30.7,0.0,5.0,7.8
2020-08-25 16:30:00,31.7,38.5,0.0,2.6,30.2,0.0,5.0,7.0
2020-08-25 16:40:00,31.9,38.4,0.0,2.1,29.8,0.0,5.2,7.2
2020-08-25 16:50:00,31.7,38.2,0.0,2.1,29.8,0.0,4.9,7.2
2020-08-25 17:00:00,31.3,38.1,0.0,2.2,29.6,0.0,4.5,6.4
2020-08-25 17:10:00,30.8,37.9,0.0,2.0,29.2,0.0,4.3,5.8
2020-08-25 17:20:00,30.7,37.7,0.0,2.0,29.1,0.0,4.8,7.0
2020-08-25 17:30:00,30.3,37.5,0.0,1.9,29.0,0.0,4.1,6.7
2020-08-25 17:40:00,30.1,37.3,0.0,1.7,29.1,0.0,3.2,5.3
2020-08-25 17:50:00,29.5,37.1,0.0,1.7,28.9,0.0,3.1,4.7
2020-08-25 18:00:00,28.9,36.9,0.0,1.3,28.7,0.0,3.3,5.1
2020-08-25 18:10:00,28.5,36.6,0.0,0.6,28.6,0.0,3.1,4.4
2020-08-25 18:20:00,28.5,36.4,0.0,1.3,28.5,0.0,2.9,4.3
2020-08-25 18:30:00,28.5,36.2,0.0,1.4,28.2,0.0,3.1,4.8
2020-08-25 18:40:00,28.2,36.0,0.0,1.0,28.2,0.0,3.2,4.4
2020-08-25 18:50:00,27.9,35.9,0.0,1.3,28.2,0.0,3.1,4.2
2020-08-25 19:00:00,27.8,35.7,0.0,0.6,28.0,0.0,2.8,4.1
2020-08-25 19:10:00,27.7,35.5,0.0,0.7,28.1,0.0,2.2,3.1
2020-08-25 19:20:00,27.6,35.3,0.0,0.0,28.1,0.0,2.3,3.4
2020-08-25 19:30:00,27.4,35.1,0.0,0.1,28.1,0.0,2.4,3.3
2020-08-25 19:40:00,27.4,35.0,0.0,0.0,27.9,0.0,2.2,3.5
2020-08-25 19:50:00,27.6,34.9,0.0,0.0,27.7,0.0,2.3,3.0
2020-08-25 20:00:00,27.4,34.7,0.0,0.0,27.7,0.0,2.2,3.4
2020-08-25 20:10:00,27.3,34.6,0.0,0.0,27.6,0.0,2.0,3.1
2020-08-25 20:20:00,27.2,34.5,0.0,0.0,27.5,0.0,2.4,3.3
2020-08-25 20:30:00,27.0,34.3,0.0,0.0,27.7,0.0,2.6,3.3
2020-08-25 20:40:00,26.9,34.2,0.0,0.0,27.6,0.0,2.4,3.8
2020-08-25 20:50:00,26.8,34.1,0.0,0.0,27.4,0.0,1.7,2.9
2020-08-25 21:00:00,26.8,34.0,0.0,0.0,27.3,0.0,1.8,2.5
2020-08-25 21:10:00,26.8,33.9,0.0,0.0,27.4,0.0,2.1,3.5
2020-08-25 21:20:00,26.6,33.7,0.0,0.0,27.3,0.0,1.9,2.7
2020-08-25 21:30:00,26.3,33.6,0.0,0.0,27.3,0.0,1.7,2.6
2020-08-25 21:40:00,26.2,33.5,0.0,0.0,27.3,0.0,1.7,2.3
2020-08-25 21:50:00,26.3,33.4,0.0,0.0,27.4,0.0,1.5,2.2
2020-08-25 22:00:00,26.1,33.3,0.0,0.0,27.3,0.0,1.4,1.9
2020-08-25 22:10:00,26.2,33.2,0.0,0.0,27.0,0.0,1.7,2.6
2020-08-25 22:20:00,26.1,33.1,0.0,0.0,26.7,0.0,1.8,2.5
2020-08-25 22:30:00,26.1,33.0,0.0,0.0,26.8,0.0,1.3,1.9
2020-08-25 22:40:00,26.1,33.0,0.0,0.0,26.4,0.0,1.1,1.9
2020-08-25 22:50:00,25.9,32.9,0.0,0.0,26.8,0.0,1.1,2.0
2020-08-25 23:00:00,26.0,32.8,0.0,0.0,26.5,0.0,1.2,1.8
2020-08-25 23:10:00,25.9,32.7,0.0,0.0,26.8,0.0,1.6,2.6
2020-08-25 23:20:00,25.7,32.6,0.0,0.0,26.9,0.0,1.3,1.9
2020-08-25 23:30:00,25.8,32.5,0.0,0.0,26.5,0.0,0.5,1.4
2020-08-25 23:40:00,25.9,32.5,0.0,0.0,26.4,0.0,1.1,1.3
2020-08-25 23:50:00,25.7,32.4,0.0,0.0,26.2,0.0,0.7,1.2
2020-08-26 00:00:00,25.5,32.3,0.0,0.0,25.7,0.0,0.9,1.4
2020-08-26 00:10:00,25.6,32.3,0.0,0.0,25.4,0.0,0.7,1.3
2020-08-26 00:20:00,25.5,32.2,0.0,0.0,25.7,0.0,1.3,1.9
2020-08-26 00:30:00,25.3,32.1,0.0,0.0,25.3,0.0,1.6,2.0
2020-08-26 00:40:00,25.4,32.0,0.0,0.0,25.4,0.0,1.3,1.7
2020-08-26 00:50:00,25.3,32.0,0.0,0.0,25.4,0.0,1.2,1.8
2020-08-26 01:00:00,25.4,31.9,0.0,0.0,25.7,0.0,1.1,1.6
2020-08-26 01:10:00,25.5,31.8,0.0,0.0,25.6,0.0,1.4,1.8
2020-08-26 01:20:00,25.5,31.8,0.0,0.0,25.4,0.0,1.5,1.8
2020-08-26 01:30:00,25.6,31.7,0.0,0.0,25.3,0.0,1.3,1.4
2020-08-26 01:40:00,25.8,31.7,0.0,0.0,25.3,0.0,1.6,2.5
2020-08-26 01:50:00,25.6,31.7,0.0,0.0,25.5,0.0,1.9,2.2
2020-08-26 02:00:00,25.7,31.6,0.0,0.0,25.5,0.0,2.1,2.4
2020-08-26 02:10:00,25.8,31.6,0.0,0.0,25.7,0.0,2.1,2.7
2020-08-26 02:20:00,25.6,31.5,0.0,0.0,25.4,0.0,1.4,1.8
2020-08-26 02:30:00,25.9,31.5,0.0,0.0,25.2,0.0,1.8,2.3
2020-08-26 02:40:00,25.4,31.4,0.0,0.0,25.2,0.0,1.7,2.3
2020-08-26 02:50:00,25.3,31.4,0.0,0.0,25.3,0.0,2.2,2.8
2020-08-26 03:00:00,25.6,31.4,0.0,0.0,25.1,0.0,1.9,2.6
2020-08-26 03:10:00,25.6,31.3,0.0,0.0,25.2,0.0,1.9,2.7
2020-08-26 03:20:00,25.7,31.3,0.0,0.0,25.3,0.0,2.5,3.7
2020-08-26 03:30:00,25.6,31.2,0.0,0.0,25.3,0.0,2.0,3.0
2020-08-26 03:40:00,25.7,31.2,0.0,0.0,25.0,0.0,2.0,2.6
2020-08-26 03:50:00,25.5,31.1,0.0,0.2,25.0,0.0,1.8,2.4
2020-08-26 04:00:00,25.4,31.1,0.0,0.1,25.3,0.0,1.5,1.9
2020-08-26 04:10:00,25.5,31.0,0.0,0.0,25.2,0.0,1.0,1.5
2020-08-26 04:20:00,25.5,31.0,0.0,0.0,24.8,0.0,0.4,0.9
2020-08-26 04:30:00,25.3,31.0,0.0,0.0,24.2,0.0,0.2,1.2
2020-08-26 04:40:00,25.5,30.9,0.0,0.9,25.0,0.0,0.9,1.3
2020-08-26 04:50:00,25.6,30.9,0.0,0.9,24.8,0.0,1.0,1.3
2020-08-26 05:00:00,25.5,30.8,0.0,0.6,24.7,0.0,1.3,1.8
2020-08-26 05:10:00,25.5,30.8,0.0,0.5,25.0,0.0,1.7,3.1
2020-08-26 05:20:00,25.4,30.8,0.0,0.5,25.2,0.0,2.0,2.8
2020-08-26 05:30:00,25.5,30.7,0.0,0.0,25.5,0.0,1.6,2.8
2020-08-26 05:40:00,25.7,30.7,0.0,0.0,26.0,0.0,2.4,4.4
2020-08-26 05:50:00,26.8,30.7,0.0,0.0,26.2,0.0,2.0,3.1
2020-08-26 06:00:00,27.7,30.7,0.0,0.0,26.6,0.0,1.7,3.0
2020-08-26 06:10:00,27.7,30.7,0.0,0.0,26.8,0.0,1.7,2.7
2020-08-26 06:20:00,27.8,30.7,0.0,0.0,27.1,0.0,1.9,3.2
2020-08-26 06:30:00,28.1,30.7,0.0,0.1,27.2,0.0,2.3,3.5
2020-08-26 06:40:00,28.5,30.7,0.0,0.3,27.4,0.0,2.7,4.8
2020-08-26 06:50:00,28.9,30.7,0.0,0.6,27.2,0.0,3.5,5.2
2020-08-26 07:00:00,29.6,30.8,0.0,0.5,27.6,0.0,3.4,6.0
2020-08-26 07:10:00,29.4,30.8,0.0,1.1,28.1,0.0,2.8,4.3
2020-08-26 07:20:00,30.2,30.9,0.0,1.3,28.4,0.0,3.1,5.0
2020-08-26 07:30:00,29.9,30.9,0.0,1.3,28.8,0.0,2.9,4.9
2020-08-26 07:40:00,31.1,31.0,0.0,1.1,28.8,0.0,3.5,5.7
2020-08-26 07:50:00,30.8,31.1,0.0,1.5,29.2,0.0,2.8,4.9
2020-08-26 08:00:00,32.1,31.2,0.0,1.1,29.5,0.0,2.9,5.1
2020-08-26 08:10:00,30.7,31.2,0.0,1.6,29.8,0.0,2.6,4.8
2020-08-26 08:20:00,31.5,31.4,0.0,1.3,29.8,0.0,2.5,3.9
2020-08-26 08:30:00,32.7,31.5,0.0,2.1,30.3,0.0,2.3,5.0
2020-08-26 08:40:00,32.4,31.7,0.0,1.9,30.5,0.0,3.2,5.1
2020-08-26 08:50:00,33.2,31.9,0.0,1.9,30.7,0.0,2.4,4.3
2020-08-26 09:00:00,32.5,32.1,0.0,2.2,30.8,0.0,3.6,5.9
2020-08-26 09:10:00,34.2,32.3,0.0,1.7,31.2,0.0,3.2,5.0
2020-08-26 09:20:00,33.8,32.5,0.0,2.5,30.9,0.0,2.7,4.6
